,Name,Company,City,Year,KM_Driven,No._of_Owners,Fuel_Type,Calculated_Score,Original_Price,Discount,On_Road_Price
274,MGHECTOR,MG,Indore,2021,4025,1,Petrol,474000,1769499,176100,1593399
275,HYUNDAIGRAND I10,HYUNDAI,Indore,2017,63873,1,Petrol,507000,452299,41800,410499
276,MARUTIALTO,MARUTI,Indore,2019,3308,1,Petrol,474000,356499,5000,351499
277,MARUTISWIFT,MARUTI,Indore,2018,16072,1,Petrol,370000,562199,0,562199
278,MARUTICELERIO,MARUTI,Indore,2016,59919,1,Petrol,140000,429099,0,429099
279,HYUNDAIGRAND I10,HYUNDAI,Indore,2016,32783,1,Petrol,181000,411499,0,411499
280,MARUTIBALENO,MARUTI,Indore,2020,10902,1,Petrol,474000,666599,0,666599
281,HONDAAMAZE,HONDA,Indore,2019,22139,2,Petrol,474000,646999,15300,631699
282,VOLKSWAGENPOLO,VOLKSWAGEN,Indore,2018,57633,1,Petrol,507000,522399,0,522399
283,MAHINDRAXUV500,MAHINDRA,Indore,2018,88895,1,Diesel,715000,1596899,0,1596899
284,HYUNDAIELITE I20,HYUNDAI,Indore,2019,23562,1,Petrol,367000,651899,14300,637599
285,MARUTIWAGON R 1.0,MARUTI,Indore,2011,57780,1,Petrol,72000,288999,7700,281299
286,MARUTISWIFT,MARUTI,Indore,2014,84389,1,Diesel,181000,447699,0,447699
287,MARUTISWIFT,MARUTI,Indore,2017,65710,1,Petrol,315000,476499,0,476499
288,HONDACITY,HONDA,Indore,2018,69379,1,Petrol,715000,708499,88100,620399
289,MARUTIVITARA BREZZA,MARUTI,Indore,2018,93556,1,Diesel,507000,906399,0,906399
290,MARUTISWIFT,MARUTI,Indore,2013,73762,1,Diesel,181000,446599,0,446599
291,HONDABRIO,HONDA,Indore,2017,41797,2,Petrol,169000,414799,42400,372399
292,HYUNDAIXCENT,HYUNDAI,Indore,2017,64256,1,Diesel,507000,467999,0,467999
293,HYUNDAIEON,HYUNDAI,Indore,2015,62917,1,Petrol,140000,297899,0,297899
294,HYUNDAIGRAND I10,HYUNDAI,Indore,2017,41418,1,Petrol,169000,476799,24000,452799
295,MGHECTOR,MG,Indore,2021,16131,1,Petrol,715000,1764699,44300,1720399
296,MAHINDRAKUV100,MAHINDRA,Indore,2016,28442,1,Petrol,181000,471399,0,471399
297,HYUNDAIELITE I20,HYUNDAI,Indore,2020,43637,1,Petrol,715000,756199,0,756199
298,MAHINDRAKUV100,MAHINDRA,Indore,2017,39258,2,Diesel,140000,390099,0,390099
299,TATAHARRIER,TATA,Indore,2021,32514,1,Diesel,715000,1889799,97100,1792699
300,HYUNDAIGRAND I10,HYUNDAI,Indore,2017,21085,1,Petrol,169000,476099,0,476099
301,TATATIAGO,TATA,Indore,2016,68281,1,Petrol,468000,441199,0,441199
302,HYUNDAIEON,HYUNDAI,Indore,2016,61372,1,Petrol,468000,317099,5000,312099
303,MARUTIALTO K10,MARUTI,Indore,2016,31916,2,Petrol,181000,332999,5500,327499
304,HYUNDAINEW SANTRO,HYUNDAI,Indore,2019,18754,1,Petrol,367000,486899,9350,477549
305,RENAULTKWID,RENAULT,Indore,2017,62204,1,Petrol,468000,338899,0,338899
306,HYUNDAIGRAND I10,HYUNDAI,Indore,2015,83840,1,Petrol,102000,400699,0,400699
307,TOYOTAGLANZA,TOYOTA,Indore,2022,12575,1,Petrol,715000,915299,0,915299
308,RENAULTTRIBER,RENAULT,Indore,2020,25269,2,Petrol,507000,718999,14500,704499
309,HONDACITY,HONDA,Indore,2019,20059,1,Petrol,367000,1075599,42100,1033499
310,RENAULTKWID,RENAULT,Indore,2018,43135,2,Petrol,468000,367199,0,367199
311,MARUTIBALENO,MARUTI,Indore,2018,41498,2,Petrol,507000,558199,48000,510199
312,HONDAAMAZE,HONDA,Indore,2017,57801,1,Petrol,507000,519499,0,519499
313,HONDACITY,HONDA,Indore,2019,26346,1,Petrol,474000,940299,27900,912399
314,HYUNDAINEW I20,HYUNDAI,Indore,2021,5072,1,Petrol,474000,866399,25000,841399
315,MARUTIBALENO,MARUTI,Indore,2015,89353,1,Petrol,102000,567399,0,567399
316,HYUNDAIGRAND I10,HYUNDAI,Indore,2019,47353,1,Petrol,315000,510199,0,510199
317,MARUTINEW  WAGON-R,MARUTI,Indore,2019,55493,1,Petrol,507000,568299,30000,538299
318,TATAHARRIER,TATA,Indore,2019,73794,1,Diesel,715000,1562299,20200,1542099
319,MARUTICIAZ,MARUTI,Indore,2017,24261,1,Petrol,169000,728499,0,728499
320,TATATIAGO,TATA,Indore,2017,26182,1,Petrol,169000,430899,0,430899
321,HYUNDAIELITE I20,HYUNDAI,Indore,2018,45615,2,Petrol,507000,571699,21800,549899
322,HYUNDAIXCENT,HYUNDAI,Indore,2014,74453,2,Petrol,140000,423499,0,423499
323,HYUNDAINEW I20,HYUNDAI,Indore,2021,8456,1,Petrol,367000,866399,6900,859499
324,TATAALTROZ,TATA,Indore,2021,25279,1,Petrol,507000,817199,0,817199
325,FORDECOSPORT,FORD,Indore,2018,24680,1,Petrol,169000,732799,0,732799
326,HYUNDAIEON,HYUNDAI,Indore,2017,67725,1,Petrol,468000,337099,0,337099
327,HYUNDAIEON,HYUNDAI,Indore,2017,42887,1,Petrol,169000,337099,0,337099
328,HONDAAMAZE,HONDA,Indore,2018,32284,3,Petrol,370000,582799,12800,569999
329,HYUNDAIGRAND I10 NIOS,HYUNDAI,Indore,2020,30010,1,Petrol,507000,627799,18950,608849
330,HYUNDAIGRAND I10,HYUNDAI,Indore,2018,46674,1,Petrol,507000,546799,0,546799
331,MARUTIBALENO,MARUTI,Indore,2021,42962,1,Petrol,507000,735799,23600,712199
332,MARUTIIGNIS,MARUTI,Indore,2018,50507,2,Petrol,315000,477999,21200,456799
333,KIASELTOS,KIA,Indore,2019,22042,1,Petrol,367000,1571499,151700,1419799
334,MARUTIWAGON R 1.0,MARUTI,Indore,2018,37518,1,Petrol,169000,449599,0,449599
335,HONDAWR-V,HONDA,Indore,2021,22329,1,Petrol,715000,983199,40200,942999
336,MARUTIIGNIS,MARUTI,Indore,2020,33031,1,Petrol,507000,507999,32300,475699
337,HYUNDAIEON,HYUNDAI,Indore,2018,40674,2,Petrol,507000,357849,32950,324899
338,HYUNDAIGRAND I10,HYUNDAI,Indore,2018,69765,2,Petrol,507000,543299,0,543299
339,HYUNDAIGRAND I10,HYUNDAI,Indore,2016,38309,1,Petrol,181000,504699,0,504699
340,MARUTIBALENO,MARUTI,Indore,2019,42941,2,Petrol,507000,698399,6100,692299
341,MARUTIS PRESSO,MARUTI,Indore,2020,30706,1,Petrol,507000,447399,0,447399
342,HYUNDAIVENUE,HYUNDAI,Indore,2020,19978,1,Petrol,367000,770999,11800,759199
343,MARUTIALTO,MARUTI,Indore,2021,3729,1,Petrol,367000,430399,21000,409399
344,JEEPCOMPASS,JEEP,Indore,2020,14942,1,Petrol,474000,2012499,0,2012499
345,MARUTIBALENO,MARUTI,Indore,2018,47282,1,Petrol,507000,626499,28400,598099
346,HYUNDAINEW SANTRO,HYUNDAI,Indore,2022,8661,1,Petrol,474000,549099,0,549099
347,HYUNDAIGRAND I10 NIOS,HYUNDAI,Indore,2019,13676,1,Petrol,367000,658099,0,658099
348,MARUTIIGNIS,MARUTI,Indore,2019,31732,1,Petrol,507000,538599,45200,493399
349,MARUTIALTO 800,MARUTI,Indore,2019,38597,1,Petrol,169000,318499,14000,304499
350,MARUTIALTO K10,MARUTI,Indore,2019,41057,1,Petrol,507000,429999,0,429999
351,MARUTIIGNIS,MARUTI,Indore,2019,7341,1,Petrol,367000,619299,15700,603599
352,RENAULTKWID,RENAULT,Indore,2017,21212,1,Petrol,169000,465699,6500,459199
353,MARUTIIGNIS,MARUTI,Indore,2018,56217,1,Petrol,507000,493899,0,493899
354,HYUNDAIGRAND I10 NIOS,HYUNDAI,Indore,2019,21304,2,Petrol,367000,652499,27300,625199
355,MARUTIIGNIS,MARUTI,Indore,2019,34504,1,Petrol,507000,610999,7800,603199
356,TATATIAGO,TATA,Indore,2018,91528,1,Diesel,507000,406399,0,406399
357,HYUNDAICRETA,HYUNDAI,Indore,2019,70737,2,Diesel,715000,1005499,5000,1000499
358,HYUNDAII10,HYUNDAI,Indore,2011,79979,1,Petrol,72000,249199,0,249199
359,MARUTISWIFT,MARUTI,Indore,2017,62046,1,Petrol,102000,482099,0,482099
360,HYUNDAICRETA,HYUNDAI,Indore,2019,94706,1,Diesel,715000,1000499,0,1000499
361,MARUTISWIFT DZIRE,MARUTI,Indore,2015,27965,1,Petrol,520000,479299,0,479299
362,MAHINDRATHAR,MAHINDRA,Indore,2018,19659,2,Diesel,169000,783399,20200,763199
363,MARUTIS CROSS,MARUTI,Indore,2022,2922,1,Petrol,474000,1167399,0,1167399
364,MARUTISWIFT,MARUTI,Indore,2014,59956,2,Petrol,140000,404399,7400,396999
365,MARUTIIGNIS,MARUTI,Indore,2017,32813,1,Petrol,169000,558299,5000,553299
366,MARUTIWAGON R 1.0,MARUTI,Indore,2018,40633,1,Petrol,507000,484599,0,484599
367,MARUTIALTO,MARUTI,Indore,2011,20818,1,Petrol,72000,141399,0,141399
368,MARUTISWIFT,MARUTI,Indore,2021,17650,1,Petrol,507000,621999,8800,613199
369,MAHINDRASCORPIO,MAHINDRA,Indore,2020,16382,1,Diesel,474000,1555199,66300,1488899
370,RENAULTKWID,RENAULT,Indore,2020,11248,1,Petrol,474000,408099,10000,398099
371,HYUNDAII20,HYUNDAI,Indore,2014,93435,2,Diesel,468000,409599,0,409599
372,HONDACITY,HONDA,Indore,2018,79044,1,Petrol,715000,678899,83600,595299
373,MARUTISWIFT DZIRE,MARUTI,Indore,2014,31135,1,Petrol,181000,490299,5000,485299
374,RENAULTTRIBER,RENAULT,Indore,2020,36822,1,Petrol,715000,636299,60500,575799
375,MARUTIALTO,MARUTI,Indore,2021,1902,1,Petrol,367000,458799,32700,426099
376,HYUNDAIELITE I20,HYUNDAI,Indore,2015,73802,1,Petrol,102000,540799,47000,493799
377,MARUTIWAGON R 1.0,MARUTI,Indore,2014,25616,1,Petrol,181000,358299,0,358299
378,MARUTIEECO,MARUTI,Indore,2020,10483,1,Petrol,474000,504999,0,504999
379,HYUNDAIVERNA,HYUNDAI,Indore,2018,65249,2,Diesel,507000,983699,68900,914799
380,HYUNDAII20,HYUNDAI,Indore,2013,82195,1,Petrol,140000,380199,0,380199
381,MARUTIDZIRE,MARUTI,Indore,2018,65167,1,Petrol,715000,566999,0,566999
382,HYUNDAIEON,HYUNDAI,Indore,2018,38999,1,Petrol,468000,343499,39800,303699
383,HYUNDAIVERNA,HYUNDAI,Indore,2018,38762,1,Diesel,169000,1142099,102200,1039899
384,HONDAWR-V,HONDA,Indore,2018,70719,1,Petrol,715000,721699,59800,661899
385,MARUTIERTIGA,MARUTI,Indore,2020,19594,1,Petrol,367000,1108199,41700,1066499
386,HYUNDAII10,HYUNDAI,Jaipur,2012,116147,2,Petrol,2416,290199,39000,251199
387,MARUTIERTIGA,MARUTI,Jaipur,2017,242614,1,Diesel,715000,842199,136000,706199
388,MARUTISWIFT,MARUTI,Jaipur,2016,90797,1,Petrol,715000,441099,5000,436099
389,RENAULTKWID,RENAULT,Jaipur,2022,202,1,Petrol,734000,651999,39700,612299
390,VOLKSWAGENPOLO,VOLKSWAGEN,Jaipur,2017,52422,2,Petrol,507000,554099,0,554099
391,HYUNDAIEON,HYUNDAI,Jaipur,2016,38453,1,Petrol,362000,296599,0,296599
392,MARUTIBALENO,MARUTI,Jaipur,2021,38321,1,Petrol,918000,713799,14300,699499
393,RENAULTKWID,RENAULT,Jaipur,2018,45942,2,Petrol,630000,320999,0,320999
394,RENAULTKWID,RENAULT,Jaipur,2019,12427,1,Petrol,734000,429099,0,429099
395,HONDABRIO,HONDA,Jaipur,2012,77735,1,Petrol,362000,281499,5000,276499
396,RENAULTKWID,RENAULT,Jaipur,2018,55408,1,Petrol,507000,337699,0,337699
397,HYUNDAIGRAND I10,HYUNDAI,Jaipur,2015,42140,1,Petrol,362000,391999,7900,384099
398,RENAULTKWID,RENAULT,Jaipur,2018,75016,1,Petrol,507000,309599,0,309599
399,MARUTISWIFT,MARUTI,Jaipur,2017,73582,1,Petrol,204000,491699,0,491699
400,TATATIAGO,TATA,Jaipur,2018,58840,1,Petrol,630000,452599,0,452599
401,MARUTICELERIO,MARUTI,Jaipur,2022,8855,1,Petrol,734000,728799,46000,682799
402,HONDABRIO,HONDA,Jaipur,2019,28546,2,Petrol,338000,467699,0,467699
403,HYUNDAIGRAND I10,HYUNDAI,Jaipur,2015,75389,2,Diesel,204000,397399,20500,376899
404,RENAULTKWID,RENAULT,Jaipur,2018,31816,1,Petrol,338000,304599,0,304599
405,MAHINDRAXUV500,MAHINDRA,Jaipur,2015,95615,2,Diesel,644000,771699,5000,766699
406,MARUTISWIFT,MARUTI,Jaipur,2018,83770,1,Petrol,715000,597199,0,597199
407,RENAULTKWID,RENAULT,Jaipur,2017,17729,1,Petrol,468000,330199,6100,324099
408,MARUTISWIFT,MARUTI,Jaipur,2017,66812,1,Petrol,507000,516799,0,516799
409,HONDACITY,HONDA,Jaipur,2014,94426,2,Diesel,204000,475599,0,475599
410,MARUTINEW  WAGON-R,MARUTI,Jaipur,2021,31540,1,Petrol,715000,587999,0,587999
411,HYUNDAINEW SANTRO,HYUNDAI,Jaipur,2019,22156,2,Petrol,734000,449299,0,449299
412,MARUTISWIFT,MARUTI,Jaipur,2014,53130,1,Petrol,280000,480599,21100,459499
413,MARUTICELERIO,MARUTI,Jaipur,2018,64299,1,Petrol,507000,488599,0,488599
414,HYUNDAIGRAND I10,HYUNDAI,Jaipur,2017,59333,2,Diesel,507000,472299,0,472299
415,HONDAJAZZ,HONDA,Jaipur,2016,82175,2,Petrol,204000,612499,0,612499
416,MARUTICELERIO,MARUTI,Jaipur,2022,20858,1,Petrol + CNG,507000,765599,11700,753899
417,MARUTIBALENO,MARUTI,Jaipur,2016,84157,2,Petrol,204000,527299,6000,521299
418,MARUTINEW  WAGON-R,MARUTI,Jaipur,2020,23364,1,Petrol,715000,578799,0,578799
419,HONDAAMAZE,HONDA,Jaipur,2019,18608,1,Petrol,948000,610799,0,610799
420,HONDABRIO,HONDA,Jaipur,2015,52425,2,Petrol,362000,367699,14400,353299
421,MARUTINEW  WAGON-R,MARUTI,Jaipur,2020,12899,1,Petrol,948000,581999,5000,576999
422,MARUTINEW  WAGON-R,MARUTI,Jaipur,2020,32385,1,Petrol,715000,568199,0,568199
423,MARUTINEW  WAGON-R,MARUTI,Jaipur,2019,17660,1,Petrol,948000,550299,0,550299
424,MGHECTOR,MG,Jaipur,2021,7297,1,Petrol,948000,1548799,20100,1528699
425,HONDACITY,HONDA,Jaipur,2014,52547,1,Petrol,362000,668899,0,668899
426,SKODARAPID,SKODA,Jaipur,2012,90900,2,Diesel,362000,290199,0,290199
427,TATAHARRIER,TATA,Jaipur,2019,43213,1,Diesel,507000,1631599,41900,1589699
428,RENAULTKIGER,RENAULT,Jaipur,2022,5952,1,Petrol,948000,939699,5000,934699
429,MARUTIWAGON R 1.0,MARUTI,Jaipur,2018,68791,2,Petrol,507000,455099,25300,429799
430,MARUTICELERIO,MARUTI,Jaipur,2018,64535,2,Petrol,507000,488499,0,488499
431,MARUTICELERIO,MARUTI,Jaipur,2022,7867,1,Petrol,734000,670999,15100,655899
432,MARUTICELERIO,MARUTI,Jaipur,2018,56096,1,Petrol,507000,489499,0,489499
433,MARUTICELERIO,MARUTI,Jaipur,2019,16461,2,Petrol,948000,501299,0,501299
434,HONDABRIO,HONDA,Jaipur,2016,67010,1,Petrol,362000,377399,9050,368349
435,HYUNDAIGRAND I10,HYUNDAI,Jaipur,2017,71572,2,Diesel,507000,481299,0,481299
436,HYUNDAINEW SANTRO,HYUNDAI,Jaipur,2020,5589,2,Petrol,948000,499299,0,499299
437,TATAHARRIER,TATA,Jaipur,2019,35740,2,Diesel,507000,1435299,109800,1325499
438,MARUTINEW  WAGON-R,MARUTI,Jaipur,2020,52161,1,Petrol,715000,561299,0,561299
439,HYUNDAIGRAND I10,HYUNDAI,Jaipur,2018,51922,1,Petrol,507000,512299,19200,493099
440,MARUTISWIFT,MARUTI,Jaipur,2018,36075,1,Petrol,338000,662099,0,662099
441,HYUNDAIGRAND I10,HYUNDAI,Jaipur,2019,15996,2,Petrol,734000,508199,0,508199
442,HYUNDAIGRAND I10,HYUNDAI,Jaipur,2017,78081,1,Petrol,507000,504799,0,504799
443,MARUTIWAGON R 1.0,MARUTI,Jaipur,2018,7639,1,Petrol,338000,520999,27200,493799
444,HYUNDAIGRAND I10,HYUNDAI,Jaipur,2014,44095,1,Petrol,280000,475499,0,475499
445,HYUNDAIELITE I20,HYUNDAI,Jaipur,2020,55856,1,Petrol,715000,670699,0,670699
446,HYUNDAII10,HYUNDAI,Jaipur,2014,43678,1,Petrol,362000,359099,0,359099
447,HYUNDAICRETA,HYUNDAI,Jaipur,2017,84850,1,Diesel,715000,1125599,8800,1116799
448,HYUNDAIGRAND I10 NIOS,HYUNDAI,Jaipur,2020,6505,1,Petrol,948000,640799,0,640799
449,MARUTIBALENO,MARUTI,Jaipur,2018,17476,2,Petrol,740000,640999,29200,611799
450,HYUNDAINEW SANTRO,HYUNDAI,Jaipur,2019,37643,1,Petrol,507000,481899,15900,465999
451,HYUNDAIELITE I20,HYUNDAI,Jaipur,2014,98419,1,Diesel,204000,558599,0,558599
452,HYUNDAINEW SANTRO,HYUNDAI,Jaipur,2019,38747,1,Petrol,507000,486699,0,486699
453,HYUNDAIGRAND I10,HYUNDAI,Jaipur,2019,61543,1,Petrol,507000,492299,5000,487299
454,MARUTIBALENO,MARUTI,Jaipur,2020,36998,1,Petrol,715000,743399,17900,725499
455,HONDABRIO,HONDA,Jaipur,2016,89706,1,Petrol,204000,403999,0,403999
456,HYUNDAINEW SANTRO,HYUNDAI,Jaipur,2022,5523,1,Petrol,948000,588999,68500,520499
457,VOLKSWAGENAMEO,VOLKSWAGEN,Jaipur,2018,79690,1,Petrol,715000,505899,32800,473099
458,TATAHARRIER,TATA,Jaipur,2021,35349,1,Diesel,715000,2070299,113600,1956699
459,RENAULTTRIBER,RENAULT,Jaipur,2022,4648,1,Petrol,734000,867799,12100,855699
460,MARUTIDZIRE,MARUTI,Jaipur,2019,53877,1,Petrol,507000,695699,38500,657199
461,MARUTIALTO K10,MARUTI,Jaipur,2019,50351,1,Petrol,507000,395899,7200,388699
462,MARUTIWAGON R 1.0,MARUTI,Jaipur,2014,73497,1,Petrol,362000,324299,0,324299
463,HONDAAMAZE,HONDA,Jaipur,2013,92490,2,Petrol,204000,364199,9700,354499
464,HYUNDAICRETA,HYUNDAI,Jaipur,2018,70988,1,Diesel,507000,1250899,101900,1148999
465,HONDAAMAZE,HONDA,Jaipur,2019,40854,1,Petrol,715000,659099,16200,642899
466,HYUNDAICRETA,HYUNDAI,Jaipur,2018,82547,2,Diesel,507000,1307899,66200,1241699
467,HYUNDAICRETA,HYUNDAI,Jaipur,2018,66059,1,Diesel,715000,1264099,31800,1232299
468,MARUTIDZIRE,MARUTI,Jaipur,2019,58714,1,Petrol,507000,678399,36800,641599
469,MARUTIWAGON R 1.0,MARUTI,Jaipur,2015,56408,1,Petrol,362000,379899,5000,374899
470,HYUNDAIGRAND I10,HYUNDAI,Jaipur,2018,70327,2,Petrol,507000,537499,0,537499
471,MARUTICIAZ,MARUTI,Jaipur,2019,87276,2,Petrol,715000,625899,5600,620299
472,MARUTIWAGON R 1.0,MARUTI,Jaipur,2016,88255,1,Petrol,204000,412699,0,412699
473,HYUNDAIXCENT,HYUNDAI,Jaipur,2017,29902,1,Petrol,338000,554199,0,554199
474,MAHINDRAXUV 3OO,MAHINDRA,Jaipur,2021,9215,1,Petrol,948000,1327399,49400,1277999
475,MARUTIWAGON R 1.0,MARUTI,Jaipur,2016,23982,1,Petrol,362000,421199,0,421199
476,HYUNDAIGRAND I10,HYUNDAI,Jaipur,2014,47013,2,Petrol,362000,446999,18500,428499
477,HYUNDAIGRAND I10,HYUNDAI,Jaipur,2019,94896,1,Petrol,715000,530299,0,530299
478,HONDAAMAZE,HONDA,Jaipur,2019,19610,1,Petrol,948000,687199,0,687199
479,MARUTIWAGON R 1.0,MARUTI,Jaipur,2015,83451,1,Petrol,204000,372699,5000,367699
480,HONDACITY,HONDA,Jaipur,2018,97658,1,Petrol,507000,965199,5000,960199
481,MARUTIDZIRE,MARUTI,Jaipur,2020,38050,1,Petrol,715000,731499,38900,692599
482,TATATIGOR,TATA,Jaipur,2021,4824,1,Petrol,948000,860799,10900,849899
483,HYUNDAINEW SANTRO,HYUNDAI,Jaipur,2021,28757,1,Petrol,715000,547699,0,547699
484,HYUNDAIGRAND I10,HYUNDAI,Jaipur,2020,51330,1,Petrol,507000,547899,0,547899
485,MARUTIBALENO,MARUTI,Jaipur,2016,72200,1,Petrol,204000,569899,0,569899
486,MARUTIWAGON R 1.0,MARUTI,Jaipur,2018,35596,1,Petrol,338000,484999,20000,464999
487,HYUNDAINEW I20,HYUNDAI,Jaipur,2021,5283,1,Petrol,948000,1170299,30100,1140199
488,HONDAAMAZE,HONDA,Jaipur,2019,32372,1,Petrol,715000,687199,0,687199
489,HYUNDAIELITE I20,HYUNDAI,Jaipur,2019,35499,1,Petrol,507000,729799,0,729799
490,HYUNDAIGRAND I10,HYUNDAI,Jaipur,2017,39961,1,Petrol,338000,519199,0,519199
491,HYUNDAIELITE I20,HYUNDAI,Jaipur,2019,65797,1,Petrol,715000,729799,6500,723299
492,HYUNDAIELITE I20,HYUNDAI,Jaipur,2019,88165,1,Petrol,715000,729799,0,729799
493,HONDAAMAZE,HONDA,Jaipur,2019,80112,1,Petrol,715000,687199,0,687199
494,MARUTIBALENO,MARUTI,Jaipur,2020,32250,1,Petrol,715000,680399,0,680399
495,HONDAWR-V,HONDA,Jaipur,2018,17009,1,Petrol,740000,799099,46500,752599
496,HONDAAMAZE,HONDA,Jaipur,2018,46809,1,Petrol,507000,567999,0,567999
497,MARUTIDZIRE,MARUTI,Jaipur,2020,22523,1,Petrol,715000,736199,14500,721699
498,HYUNDAIGRAND I10,HYUNDAI,Jaipur,2014,45067,1,Petrol,362000,445099,10700,434399
499,MARUTIBALENO,MARUTI,Jaipur,2022,3444,1,Petrol,734000,1053999,61000,992999
500,MARUTIWAGON R 1.0,MARUTI,Jaipur,2018,18887,1,Petrol,338000,470599,8600,461999
501,HYUNDAIGRAND I10 NIOS,HYUNDAI,Jaipur,2021,31904,1,Petrol,715000,675299,9300,665999
502,HYUNDAII20 ACTIVE,HYUNDAI,Jaipur,2015,85528,1,Petrol,204000,574299,34400,539899
503,TATANEXON,TATA,Jaipur,2021,64514,1,Diesel,715000,1291199,11200,1279999
504,MARUTIWAGON R 1.0,MARUTI,Jaipur,2016,53619,1,Petrol,362000,409199,0,409199
505,MAHINDRAMARAZZO,MAHINDRA,Jaipur,2018,79586,1,Diesel,507000,965499,5000,960499
506,MAHINDRAXUV 3OO,MAHINDRA,Jaipur,2019,63005,1,Petrol,715000,850199,5000,845199
507,MARUTIBALENO,MARUTI,Jaipur,2017,81139,1,Petrol,715000,598999,7300,591699
508,MARUTIBALENO,MARUTI,Jaipur,2021,11931,1,Petrol,715000,749699,21800,727899
509,MARUTIWAGON R 1.0,MARUTI,Jaipur,2017,51895,2,Petrol,507000,461199,5000,456199
510,MARUTIBALENO,MARUTI,Jaipur,2020,28423,1,Petrol,715000,692399,5000,687399
511,JEEPCOMPASS,JEEP,Jaipur,2018,74318,1,Diesel,715000,1595499,54500,1540999
512,FORDFREESTYLE,FORD,Jaipur,2020,16387,1,Petrol,948000,702699,0,702699
513,MARUTIWAGON R 1.0,MARUTI,Jaipur,2016,45275,2,Petrol,362000,428399,0,428399
514,MARUTIBALENO,MARUTI,Jaipur,2019,57412,1,Petrol,715000,650499,0,650499
515,MARUTIXL6,MARUTI,Jaipur,2019,82019,1,Petrol,715000,1058099,53800,1004299
516,MARUTIBALENO,MARUTI,Jaipur,2018,52477,1,Petrol,507000,644499,14100,630399
517,MARUTIS CROSS,MARUTI,Jaipur,2020,11062,1,Petrol,948000,1191499,0,1191499
518,MARUTIWAGON R 1.0,MARUTI,Jaipur,2016,56010,1,Petrol,362000,422899,0,422899
519,HONDAWR-V,HONDA,Jaipur,2021,36507,1,Petrol,715000,878699,0,878699
520,HONDAWR-V,HONDA,Jaipur,2017,50064,1,Petrol,338000,723499,60800,662699
521,MARUTIBALENO,MARUTI,Jaipur,2019,27234,2,Petrol,734000,652899,0,652899
522,MARUTIWAGON R 1.0,MARUTI,Jaipur,2019,39536,2,Petrol,338000,496299,0,496299
523,MARUTIBALENO,MARUTI,Jaipur,2018,90338,1,Petrol,715000,637599,0,637599
524,MARUTIWAGON R 1.0,MARUTI,Jaipur,2018,35610,1,Petrol,338000,500499,0,500499
525,HONDAWR-V,HONDA,Jaipur,2018,48029,3,Petrol,507000,793199,21700,771499
526,HYUNDAIGRAND I10,HYUNDAI,Jaipur,2020,27634,1,Petrol,507000,661199,0,661199
527,MARUTIWAGON R 1.0,MARUTI,Jaipur,2018,23014,1,Petrol,338000,509599,5000,504599
528,HYUNDAIGRAND I10 NIOS,HYUNDAI,Jaipur,2021,45065,1,Petrol,507000,702599,0,702599
529,TATAALTROZ,TATA,Jaipur,2020,28777,1,Petrol,715000,728899,7000,721899
530,MARUTIALTO,MARUTI,Jaipur,2020,28619,1,Petrol,507000,383299,5900,377399
531,MARUTIBALENO,MARUTI,Jaipur,2019,40317,1,Petrol,507000,762499,22200,740299
532,MARUTIBALENO,MARUTI,Jaipur,2018,39039,1,Petrol,338000,683899,5000,678899
533,MARUTIS CROSS,MARUTI,Jaipur,2020,40136,1,Petrol,715000,1191499,0,1191499
534,MARUTIALTO,MARUTI,Jaipur,2019,37590,2,Petrol,715000,357399,17000,340399
535,MAHINDRAMARAZZO,MAHINDRA,Jaipur,2018,95709,1,Diesel,715000,573199,0,573199
536,RENAULTKWID,RENAULT,Jaipur,2020,42570,2,Petrol,507000,376299,0,376299
537,MARUTIALTO K10,MARUTI,Jaipur,2018,126200,1,Petrol,715000,351299,43000,308299
538,HYUNDAII10,HYUNDAI,Jaipur,2011,96616,1,Petrol,144000,244999,5000,239999
539,TATATIAGO,TATA,Jaipur,2017,87923,1,Petrol,507000,391599,0,391599
540,HYUNDAIEON,HYUNDAI,Jaipur,2016,40136,1,Petrol,362000,284499,0,284499
541,MARUTIALTO 800,MARUTI,Jaipur,2019,29433,3,Petrol,715000,332299,42200,290099
542,MARUTISWIFT DZIRE,MARUTI,Jaipur,2012,79249,1,Petrol,362000,390899,0,390899
543,MARUTISWIFT DZIRE,MARUTI,Jaipur,2013,60551,1,Diesel,362000,493099,15800,477299
544,MAHINDRASCORPIO,MAHINDRA,Jaipur,2018,55798,2,Diesel,630000,1584999,0,1584999
545,MARUTIXL6,MARUTI,Jaipur,2020,22792,1,Petrol,918000,1079799,103000,976799
546,HYUNDAIELITE I20,HYUNDAI,Jaipur,2016,46864,3,Petrol,362000,548299,0,548299
547,HYUNDAIELITE I20,HYUNDAI,Jaipur,2015,42897,1,Petrol,362000,608199,29900,578299
548,MARUTIVITARA BREZZA,MARUTI,Jaipur,2019,59309,1,Diesel,715000,927199,0,927199
549,HYUNDAIELITE I20,HYUNDAI,Jaipur,2018,34398,2,Petrol,338000,628599,22800,605799
550,TATAHARRIER,TATA,Jaipur,2019,59501,1,Diesel,507000,1552999,158850,1394149
551,MARUTIALTO 800,MARUTI,Jaipur,2018,35381,1,Petrol,338000,331399,19400,311999
552,MAHINDRATHAR,MAHINDRA,Jaipur,2022,16202,1,Petrol,715000,1607399,45600,1561799
